id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
CGRjJJShtsx0XXcFrFY76A,eat-italian-staten-island,Eat Italian,https://s3-media1.fl.yelpcdn.com/bphoto/2_j6Fvhb7CKhShWYcwEh7w/o.jpg,False,https://www.yelp.com/biz/eat-italian-staten-island?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,94,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': 40.5424993727034, 'longitude': -74.2070855945349}",[],,"{'address1': '655 Rossville Ave', 'address2': None, 'address3': None, 'city': 'Staten Island', 'zip_code': '10309', 'country': 'US', 'state': 'NY', 'display_address': ['655 Rossville Ave', 'Staten Island, NY 10309']}",+17189664186,(718) 966-4186,25511.00204988523
1ocm2YeYQJ3KveEBDcXAqg,nonnas-pizza-new-york-6,Nonna's Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/UBPZxiRFF3z_09f-39JQDw/o.jpg,False,https://www.yelp.com/biz/nonnas-pizza-new-york-6?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,1,"[{'alias': 'pizza', 'title': 'Pizza'}]",5.0,"{'latitude': 40.73891, 'longitude': -73.99298}","['delivery', 'pickup']",,"{'address1': '12 W 18th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['12 W 18th St', 'New York, NY 10011']}",+12122060500,(212) 206-0500,3718.62334949911
j9uuXTmbt4JCphSVg5DpgQ,cafe-rustico-ii-new-york,Cafe Rustico II,https://s3-media2.fl.yelpcdn.com/bphoto/S_eZOozzLlPguWB6efmXPQ/o.jpg,False,https://www.yelp.com/biz/cafe-rustico-ii-new-york?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,132,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 40.74719, 'longitude': -73.98202}","['delivery', 'pickup']",$,"{'address1': '62 E 34th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['62 E 34th St', 'New York, NY 10016']}",+12127361114,(212) 736-1114,4754.306537220634
i2qRs4quOMPunkh6B7DelQ,il-toscano-ristorante-douglaston,IL Toscano Ristorante,https://s3-media3.fl.yelpcdn.com/bphoto/W-_JQZI9Umq_NM0Q4rN3sQ/o.jpg,False,https://www.yelp.com/biz/il-toscano-ristorante-douglaston?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,200,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 40.768352, 'longitude': -73.748397}","['delivery', 'pickup']",$$$,"{'address1': '4205 235th St', 'address2': '', 'address3': '', 'city': 'Douglaston', 'zip_code': '11363', 'country': 'US', 'state': 'NY', 'display_address': ['4205 235th St', 'Douglaston, NY 11363']}",+17186310300,(718) 631-0300,21865.29729484564
-WEs8Trhq6nZPMyTzrAn9Q,da-noi-downtown-staten-island-staten-island,Da Noi Downtown Staten Island,https://s3-media1.fl.yelpcdn.com/bphoto/oFHyTWDzWkFyl-ddlX82AQ/o.jpg,False,https://www.yelp.com/biz/da-noi-downtown-staten-island-staten-island?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,87,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 40.6070167, 'longitude': -74.0667212}","['delivery', 'pickup']",$$$,"{'address1': '138 Fingerboard Rd', 'address2': '', 'address3': '', 'city': 'Staten Island', 'zip_code': '10305', 'country': 'US', 'state': 'NY', 'display_address': ['138 Fingerboard Rd', 'Staten Island, NY 10305']}",+17187201650,(718) 720-1650,12544.250145276947
3G2iFvySFJLFpIs9g3o7vQ,cascarinos-brick-oven-pizzeria-and-ristorante-whitestone,Cascarino's Brick Oven Pizzeria & Ristorante,https://s3-media2.fl.yelpcdn.com/bphoto/ieAQoF4dWw8bzSHVmC0UOw/o.jpg,False,https://www.yelp.com/biz/cascarinos-brick-oven-pizzeria-and-ristorante-whitestone?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,139,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.5,"{'latitude': 40.793771, 'longitude': -73.8078625482972}","['delivery', 'pickup']",$$,"{'address1': '152-59 10th Ave', 'address2': '', 'address3': None, 'city': 'Whitestone', 'zip_code': '11357', 'country': 'US', 'state': 'NY', 'display_address': ['152-59 10th Ave', 'Whitestone, NY 11357']}",+17187464370,(718) 746-4370,18522.724239705207
fxjygBjQqWSE71Ref2s0oA,michaels-martinis-and-meatballs-staten-island,Michael's Martinis & Meatballs,https://s3-media4.fl.yelpcdn.com/bphoto/P2XU4XNzane6bgQrziljAg/o.jpg,False,https://www.yelp.com/biz/michaels-martinis-and-meatballs-staten-island?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,230,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.584706, 'longitude': -74.093654}","['delivery', 'pickup']",$$,"{'address1': '1816 Hylan Blvd', 'address2': '', 'address3': '', 'city': 'Staten Island', 'zip_code': '10305', 'country': 'US', 'state': 'NY', 'display_address': ['1816 Hylan Blvd', 'Staten Island, NY 10305']}",+13476958160,(347) 695-8160,15827.850468666022
uMO1DfoytP6Hw5bl_z7mDQ,cafe-michelina-hoboken,Cafe Michelina,https://s3-media2.fl.yelpcdn.com/bphoto/vvqQ6d-qEzGfGkT_xNQ4Kw/o.jpg,False,https://www.yelp.com/biz/cafe-michelina-hoboken?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,206,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': 40.74222, 'longitude': -74.03009}",['delivery'],$$,"{'address1': '423 Bloomfield St', 'address2': '', 'address3': '', 'city': 'Hoboken', 'zip_code': '07030', 'country': 'US', 'state': 'NJ', 'display_address': ['423 Bloomfield St', 'Hoboken, NJ 07030']}",+12016593663,(201) 659-3663,5083.832255331668
mwDGX4OH3smoducpde2Elw,quartino-bottega-organica-new-york,Quartino Bottega Organica,https://s3-media4.fl.yelpcdn.com/bphoto/9S8CJ3RTKaPGdmmzGKPwwQ/o.jpg,False,https://www.yelp.com/biz/quartino-bottega-organica-new-york?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,201,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': 40.7255491, 'longitude': -73.9929031}","['delivery', 'pickup']",$$,"{'address1': '11 Bleecker St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['11 Bleecker St', 'New York, NY 10012']}",+12125295133,(212) 529-5133,2238.55454648491
OsA5iRphHwPlYNhdddvBng,june-brooklyn-3,June,https://s3-media4.fl.yelpcdn.com/bphoto/1dZlWIzH26L-BAd0yF7tJw/o.jpg,False,https://www.yelp.com/biz/june-brooklyn-3?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,182,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 40.6861, 'longitude': -73.99394}","['delivery', 'pickup']",$$,"{'address1': '231 Court St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['231 Court St', 'Brooklyn, NY 11201']}",+19179090434,(917) 909-0434,2153.3072067281314
H8qcX7MNNnC1bqE0LnIhKg,simò-pizza-new-york-4,SIMÒ PIZZA,https://s3-media3.fl.yelpcdn.com/bphoto/qaSQsBdO9e1gz5OH9ROckw/o.jpg,False,https://www.yelp.com/biz/sim%C3%B2-pizza-new-york-4?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,141,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 40.7392597584612, 'longitude': -74.0088130692187}","['delivery', 'pickup']",$,"{'address1': '90-92 Gansevoort St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['90-92 Gansevoort St', 'New York, NY 10014']}",+12124622703,(212) 462-2703,3954.1313238707344
lA6IvTF7J8fNC5puhyS3PA,bellini-italian-restaurant-new-york-2,Bellini Italian Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/L7w-m9VSjlqVEpLfBFz9PA/o.jpg,False,https://www.yelp.com/biz/bellini-italian-restaurant-new-york-2?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,250,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",3.5,"{'latitude': 40.78457, 'longitude': -73.97317}","['delivery', 'pickup']",$$,"{'address1': '483 Columbus Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['483 Columbus Ave', 'New York, NY 10024']}",+12127244615,(212) 724-4615,8978.251309361405
2F-7XCoPS1mbdy9ioqWuqw,serafina-new-york-18,Serafina,https://s3-media2.fl.yelpcdn.com/bphoto/dLf7xCrI6Zzb-DOReTevEg/o.jpg,False,https://www.yelp.com/biz/serafina-new-york-18?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,75,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",3.0,"{'latitude': 40.80043, 'longitude': -73.96828}","['delivery', 'pickup']",$$,"{'address1': '2737 Broadway', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['2737 Broadway', 'New York, NY 10025']}",+12123010664,(212) 301-0664,10792.323288621526
ozk8FpXVEJ10PWoSy5HJ1w,delmar-pizzeria-brooklyn,Delmar Pizzeria,https://s3-media2.fl.yelpcdn.com/bphoto/xgCZqqQYLZKEGAQybLd6GA/o.jpg,False,https://www.yelp.com/biz/delmar-pizzeria-brooklyn?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,221,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 40.58615, 'longitude': -73.95235}","['delivery', 'pickup']",$,"{'address1': '1668 Sheepshead Bay Rd', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11235', 'country': 'US', 'state': 'NY', 'display_address': ['1668 Sheepshead Bay Rd', 'Brooklyn, NY 11235']}",+17187697766,(718) 769-7766,13726.734177146054
ZamvzoxEKiJEboO0ZUdogw,amici-ristorante-new-york-3,Amici Ristorante,https://s3-media4.fl.yelpcdn.com/bphoto/dR39Lx6HmiLNtYaAhzC85Q/o.jpg,False,https://www.yelp.com/biz/amici-ristorante-new-york-3?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,7,"[{'alias': 'italian', 'title': 'Italian'}]",3.0,"{'latitude': 40.71981, 'longitude': -73.99722}","['delivery', 'pickup']",$$,"{'address1': '165 Mulberry St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['165 Mulberry St', 'New York, NY 10013']}",+12122032766,(212) 203-2766,1623.9902945862016
XVWogwA8XncHqRY4JVN9eQ,tenth-street-pasta-and-pizza-hoboken,Tenth Street Pasta & Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/c0x5RDesYjZfQ3v88lih-A/o.jpg,False,https://www.yelp.com/biz/tenth-street-pasta-and-pizza-hoboken?adjust_creative=WAxio19XFGhmTEs-1xPo1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WAxio19XFGhmTEs-1xPo1A,175,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': 40.74934, 'longitude': -74.03138}","['delivery', 'pickup']",$,"{'address1': '1000 Willow Ave', 'address2': '', 'address3': None, 'city': 'Hoboken', 'zip_code': '07030', 'country': 'US', 'state': 'NJ', 'display_address': ['1000 Willow Ave', 'Hoboken, NJ 07030']}",+12016838134,(201) 683-8134,5795.676600873836
